class,f1_score,precision,recall,support
0,0.66,0.71,0.62,1365.0
1,0.45,0.44,0.47,894.0
2,0.46,0.46,0.47,749.0
3,0.51,0.43,0.62,339.0
4,0.41,0.44,0.39,266.0
5,0.24,0.29,0.2,64.0
