class,f1_score,precision,recall,support
0,0.55,0.38,0.99,1362.0
1,0.01,0.83,0.01,923.0
2,0.16,0.73,0.09,742.0
3,0.02,0.75,0.01,338.0
4,0.0,0.0,0.0,260.0
5,0.0,0.0,0.0,52.0
