class,f1_score,precision,recall,support
0,0.53,0.8,0.4,1306.0
1,0.48,0.33,0.91,945.0
2,0.26,0.66,0.16,757.0
3,0.43,0.66,0.32,344.0
4,0.23,0.72,0.14,261.0
5,0.18,0.31,0.12,64.0
