class,f1_score,precision,recall,support
0,0.33,0.73,0.21,1321.0
1,0.21,0.45,0.14,933.0
2,0.22,0.43,0.14,781.0
3,0.26,0.19,0.4,318.0
4,0.18,0.12,0.43,260.0
5,0.04,0.02,0.39,64.0
