class,f1_score,precision,recall,support
0,0.62,0.46,0.95,1366.0
1,0.28,0.49,0.2,885.0
2,0.34,0.61,0.24,769.0
3,0.48,0.69,0.36,344.0
4,0.19,0.9,0.1,249.0
5,0.0,0.0,0.0,64.0
