class,f1_score,precision,recall,support
0,0.69,0.66,0.72,1352.0
1,0.53,0.42,0.73,931.0
2,0.4,0.58,0.31,737.0
3,0.41,0.74,0.28,324.0
4,0.29,0.81,0.17,277.0
5,0.11,0.24,0.07,56.0
