class,f1_score,precision,recall,support
0,0.64,0.66,0.62,1334.0
1,0.44,0.44,0.44,915.0
2,0.46,0.46,0.46,779.0
3,0.49,0.44,0.56,353.0
4,0.43,0.42,0.43,237.0
5,0.23,0.31,0.19,59.0
