class,f1_score,precision,recall,support
0,0.76,0.82,0.71,1318.0
1,0.55,0.47,0.67,935.0
2,0.51,0.48,0.56,794.0
3,0.54,0.63,0.47,333.0
4,0.06,0.58,0.03,241.0
5,0.1,1.0,0.05,56.0
