class,f1_score,precision,recall,support
0,0.67,0.58,0.78,1365.0
1,0.46,0.53,0.4,894.0
2,0.45,0.58,0.36,749.0
3,0.52,0.48,0.56,339.0
4,0.44,0.45,0.42,266.0
5,0.08,0.12,0.06,64.0
