class,f1_score,precision,recall,support
0,0.59,0.65,0.54,1330.0
1,0.49,0.4,0.63,941.0
2,0.41,0.49,0.35,762.0
3,0.45,0.43,0.48,332.0
4,0.33,0.46,0.26,253.0
5,0.15,0.21,0.12,59.0
