class,f1_score,precision,recall,support
0,0.59,0.58,0.6,1305.0
1,0.35,0.37,0.34,931.0
2,0.29,0.27,0.31,745.0
3,0.04,1.0,0.02,353.0
4,0.26,0.2,0.34,276.0
5,0.14,0.1,0.22,67.0
