class,f1_score,precision,recall,support
0,0.67,0.55,0.87,1298.0
1,0.49,0.52,0.46,969.0
2,0.43,0.49,0.39,756.0
3,0.4,0.68,0.29,330.0
4,0.07,0.77,0.04,257.0
5,0.0,0.0,0.0,67.0
