class,f1_score,precision,recall,support
0,0.38,0.67,0.26,1301.0
1,0.24,0.35,0.19,950.0
2,0.33,0.35,0.31,769.0
3,0.31,0.26,0.38,364.0
4,0.18,0.11,0.48,236.0
5,0.11,0.06,0.42,57.0
