class,f1_score,precision,recall,support
0,0.71,0.64,0.79,1333.0
1,0.37,0.68,0.25,907.0
2,0.4,0.71,0.28,798.0
3,0.37,0.24,0.88,334.0
4,0.42,0.6,0.32,243.0
5,0.12,0.24,0.08,62.0
