class,f1_score,precision,recall,support
0,0.31,0.72,0.2,1333.0
1,0.27,0.43,0.2,942.0
2,0.25,0.42,0.18,759.0
3,0.32,0.26,0.42,327.0
4,0.21,0.14,0.44,267.0
5,0.05,0.03,0.65,49.0
