class,f1_score,precision,recall,support
0,0.63,0.59,0.67,1337.0
1,0.23,0.3,0.18,936.0
2,0.33,0.31,0.36,781.0
3,0.35,0.32,0.38,345.0
4,0.24,0.22,0.26,237.0
5,0.19,0.38,0.12,41.0
