class,f1_score,precision,recall,support
0,0.57,0.67,0.5,1334.0
1,0.46,0.37,0.59,915.0
2,0.42,0.51,0.35,784.0
3,0.45,0.42,0.49,350.0
4,0.36,0.37,0.34,226.0
5,0.1,0.1,0.1,68.0
