class,f1_score,precision,recall,support
0,0.57,0.4,0.99,1363.0
1,0.13,0.65,0.07,889.0
2,0.25,0.76,0.15,755.0
3,0.2,0.95,0.11,347.0
4,0.17,1.0,0.09,255.0
5,0.03,0.5,0.01,68.0
