class,f1_score,precision,recall,support
0,0.56,0.6,0.53,1303.0
1,0.47,0.38,0.6,940.0
2,0.41,0.49,0.35,754.0
3,0.41,0.44,0.39,362.0
4,0.33,0.43,0.27,246.0
5,0.07,0.1,0.06,72.0
