class,f1_score,precision,recall,support
0,0.73,0.73,0.72,1355.0
1,0.51,0.49,0.53,913.0
2,0.49,0.43,0.57,761.0
3,0.36,0.63,0.25,360.0
4,0.25,0.34,0.19,228.0
5,0.16,0.16,0.17,60.0
