class,f1_score,precision,recall,support
0,0.63,0.64,0.61,1357.0
1,0.45,0.44,0.47,933.0
2,0.43,0.43,0.43,718.0
3,0.47,0.45,0.48,374.0
4,0.42,0.41,0.43,229.0
5,0.23,0.3,0.18,66.0
