class,f1_score,precision,recall,support
0,0.5,0.73,0.38,1328.0
1,0.35,0.41,0.3,948.0
2,0.4,0.42,0.4,744.0
3,0.32,0.28,0.36,354.0
4,0.22,0.14,0.5,245.0
5,0.1,0.06,0.28,58.0
