class,f1_score,precision,recall,support
0,0.69,0.61,0.79,1348.0
1,0.53,0.55,0.5,953.0
2,0.43,0.59,0.34,754.0
3,0.56,0.51,0.61,317.0
4,0.43,0.45,0.42,234.0
5,0.25,0.42,0.18,71.0
