class,f1_score,precision,recall,support
0,0.58,0.56,0.6,1300.0
1,0.38,0.42,0.35,964.0
2,0.41,0.43,0.39,768.0
3,0.39,0.36,0.44,336.0
4,0.36,0.35,0.36,250.0
5,0.18,0.15,0.22,59.0
