class,f1_score,precision,recall,support
0,0.47,0.58,0.39,1326.0
1,0.01,0.56,0.01,905.0
2,0.27,0.48,0.18,794.0
3,0.23,0.14,0.58,328.0
4,0.21,0.14,0.4,269.0
5,0.1,0.06,0.38,55.0
