class,f1_score,precision,recall,support
0,0.41,0.58,0.32,1316.0
1,0.01,0.78,0.01,979.0
2,0.25,0.48,0.17,767.0
3,0.21,0.13,0.51,326.0
4,0.22,0.14,0.59,226.0
5,0.07,0.04,0.32,63.0
