class,f1_score,precision,recall,support
0,0.35,0.73,0.23,1344.0
1,0.24,0.46,0.16,957.0
2,0.28,0.42,0.21,740.0
3,0.3,0.25,0.37,355.0
4,0.18,0.12,0.43,226.0
5,0.06,0.03,0.62,55.0
