class,f1_score,precision,recall,support
0,0.61,0.58,0.64,1321.0
1,0.49,0.45,0.54,933.0
2,0.45,0.56,0.38,781.0
3,0.38,0.33,0.46,318.0
4,0.28,0.49,0.2,260.0
5,0.05,0.17,0.03,64.0
