class,f1_score,precision,recall,support
0,0.61,0.45,0.98,1343.0
1,0.44,0.68,0.32,965.0
2,0.37,0.71,0.25,743.0
3,0.09,1.0,0.05,330.0
4,0.0,0.0,0.0,237.0
5,0.0,0.0,0.0,59.0
