class,f1_score,precision,recall,support
0,0.65,0.62,0.68,1329.0
1,0.54,0.5,0.59,955.0
2,0.43,0.57,0.35,730.0
3,0.53,0.49,0.58,351.0
4,0.44,0.46,0.42,245.0
5,0.16,0.37,0.1,67.0
