class,f1_score,precision,recall,support
0,0.6,0.44,0.96,1350.0
1,0.19,0.55,0.12,940.0
2,0.4,0.63,0.3,754.0
3,0.38,0.68,0.26,320.0
4,0.14,0.91,0.08,258.0
5,0.03,0.2,0.02,55.0
