class,f1_score,precision,recall,support
0,0.54,0.5,0.6,1321.0
1,0.09,0.19,0.06,940.0
2,0.03,0.59,0.01,771.0
3,0.02,1.0,0.01,327.0
4,0.18,0.11,0.6,250.0
5,0.07,0.04,0.21,68.0
