class,f1_score,precision,recall,support
0,0.58,0.64,0.54,1318.0
1,0.43,0.37,0.52,955.0
2,0.27,0.59,0.17,780.0
3,0.35,0.24,0.61,341.0
4,0.22,0.35,0.16,234.0
5,0.05,0.07,0.04,49.0
