class,f1_score,precision,recall,support
0,0.6,0.53,0.69,1355.0
1,0.37,0.42,0.34,954.0
2,0.4,0.43,0.38,727.0
3,0.38,0.4,0.37,355.0
4,0.27,0.35,0.23,226.0
5,0.1,0.2,0.07,60.0
