class,f1_score,precision,recall,support
0,0.66,0.72,0.62,1352.0
1,0.53,0.46,0.63,924.0
2,0.38,0.59,0.28,766.0
3,0.48,0.37,0.7,340.0
4,0.44,0.46,0.42,242.0
5,0.17,0.24,0.13,53.0
