class,f1_score,precision,recall,support
0,0.73,0.81,0.66,1349.0
1,0.55,0.45,0.7,957.0
2,0.5,0.47,0.53,760.0
3,0.52,0.63,0.45,319.0
4,0.06,0.54,0.03,228.0
5,0.06,1.0,0.03,64.0
