class,f1_score,precision,recall,support
0,0.64,0.66,0.63,1326.0
1,0.42,0.42,0.42,905.0
2,0.46,0.45,0.47,794.0
3,0.52,0.46,0.6,328.0
4,0.37,0.4,0.34,269.0
5,0.2,0.27,0.16,55.0
