class,f1_score,precision,recall,support
0,0.65,0.7,0.6,1317.0
1,0.53,0.43,0.68,934.0
2,0.47,0.58,0.4,785.0
3,0.51,0.53,0.5,331.0
4,0.45,0.53,0.39,251.0
5,0.11,0.16,0.08,59.0
