class,f1_score,precision,recall,support
0,0.61,0.58,0.64,1258.0
1,0.47,0.43,0.52,963.0
2,0.45,0.56,0.37,789.0
3,0.46,0.41,0.52,360.0
4,0.3,0.4,0.25,232.0
5,0.06,0.11,0.04,75.0
