class,f1_score,precision,recall,support
0,0.72,0.77,0.67,1312.0
1,0.5,0.41,0.64,935.0
2,0.46,0.46,0.46,801.0
3,0.38,0.58,0.28,333.0
4,0.13,0.28,0.09,235.0
5,0.12,0.13,0.11,61.0
