class,f1_score,precision,recall,support
0,0.63,0.58,0.68,1311.0
1,0.41,0.47,0.36,992.0
2,0.39,0.4,0.38,733.0
3,0.4,0.37,0.44,338.0
4,0.31,0.32,0.31,242.0
5,0.24,0.25,0.23,61.0
