class,f1_score,precision,recall,support
0,0.72,0.77,0.67,1361.0
1,0.48,0.4,0.59,927.0
2,0.42,0.42,0.42,740.0
3,0.4,0.55,0.32,341.0
4,0.21,0.33,0.15,235.0
5,0.09,0.09,0.1,73.0
