class,f1_score,precision,recall,support
0,0.69,0.81,0.61,1306.0
1,0.46,0.37,0.63,935.0
2,0.4,0.38,0.42,751.0
3,0.38,0.65,0.27,371.0
4,0.13,0.25,0.09,250.0
5,0.1,0.12,0.08,64.0
