class,f1_score,precision,recall,support
0,0.39,0.65,0.27,1342.0
1,0.31,0.37,0.26,960.0
2,0.33,0.41,0.28,758.0
3,0.26,0.22,0.34,327.0
4,0.18,0.11,0.54,216.0
5,0.09,0.05,0.24,74.0
