class,f1_score,precision,recall,support
0,0.62,0.47,0.94,1300.0
1,0.42,0.51,0.36,916.0
2,0.36,0.6,0.26,785.0
3,0.25,0.93,0.15,359.0
4,0.02,1.0,0.01,253.0
5,0.0,0.0,0.0,64.0
