class,f1_score,precision,recall,support
0,0.33,0.72,0.21,1330.0
1,0.29,0.5,0.2,941.0
2,0.3,0.47,0.22,762.0
3,0.35,0.27,0.48,332.0
4,0.22,0.14,0.48,253.0
5,0.07,0.04,0.71,59.0
