class,f1_score,precision,recall,support
0,0.35,0.35,0.35,1274.0
1,0.12,0.53,0.07,968.0
2,0.36,0.24,0.72,770.0
3,0.06,0.92,0.03,347.0
4,0.03,0.57,0.02,251.0
5,0.03,0.5,0.01,67.0
