class,f1_score,precision,recall,support
0,0.41,0.53,0.34,1370.0
1,0.0,0.67,0.0,907.0
2,0.02,0.64,0.01,745.0
3,0.08,0.22,0.05,334.0
4,0.15,0.09,0.46,237.0
5,0.07,0.04,0.67,84.0
