class,f1_score,precision,recall,support
0,0.34,0.73,0.22,1306.0
1,0.24,0.46,0.16,949.0
2,0.26,0.47,0.18,775.0
3,0.31,0.26,0.36,341.0
4,0.19,0.12,0.46,248.0
5,0.05,0.03,0.55,58.0
