class,f1_score,precision,recall,support
0,0.66,0.65,0.68,1290.0
1,0.45,0.46,0.44,937.0
2,0.45,0.47,0.43,776.0
3,0.52,0.46,0.59,349.0
4,0.41,0.45,0.37,258.0
5,0.26,0.32,0.22,67.0
