class,f1_score,precision,recall,support
0,0.6,0.59,0.62,1329.0
1,0.4,0.43,0.38,935.0
2,0.42,0.44,0.4,763.0
3,0.43,0.38,0.5,338.0
4,0.4,0.38,0.42,245.0
5,0.12,0.12,0.12,67.0
