class,f1_score,precision,recall,support
0,0.66,0.58,0.76,1360.0
1,0.49,0.52,0.46,956.0
2,0.43,0.62,0.33,748.0
3,0.52,0.47,0.59,334.0
4,0.41,0.43,0.4,228.0
5,0.16,0.25,0.12,51.0
