class,f1_score,precision,recall,support
0,0.57,0.62,0.54,1349.0
1,0.36,0.39,0.33,940.0
2,0.41,0.32,0.58,738.0
3,0.27,0.4,0.2,337.0
4,0.2,0.31,0.15,238.0
5,0.12,0.11,0.13,75.0
