class,f1_score,precision,recall,support
0,0.5,0.36,0.85,1333.0
1,0.0,0.0,0.0,946.0
2,0.0,0.0,0.0,763.0
3,0.18,0.37,0.12,340.0
4,0.12,0.11,0.13,237.0
5,0.02,0.01,0.03,58.0
