class,f1_score,precision,recall,support
0,0.63,0.47,0.95,1348.0
1,0.34,0.54,0.24,927.0
2,0.44,0.62,0.34,749.0
3,0.29,0.69,0.18,343.0
4,0.13,0.94,0.07,240.0
5,0.03,0.14,0.01,70.0
