class,f1_score,precision,recall,support
0,0.59,0.59,0.59,1317.0
1,0.34,0.37,0.32,963.0
2,0.3,0.32,0.29,778.0
3,0.35,0.31,0.4,331.0
4,0.26,0.24,0.27,231.0
5,0.15,0.11,0.21,57.0
