class,f1_score,precision,recall,support
0,0.67,0.7,0.65,1292.0
1,0.48,0.5,0.47,959.0
2,0.47,0.47,0.48,757.0
3,0.53,0.45,0.64,370.0
4,0.39,0.38,0.41,233.0
5,0.16,0.24,0.12,66.0
