class,f1_score,precision,recall,support
0,0.34,0.73,0.22,1328.0
1,0.27,0.46,0.19,968.0
2,0.25,0.43,0.18,739.0
3,0.33,0.28,0.42,345.0
4,0.2,0.12,0.49,236.0
5,0.07,0.04,0.66,61.0
