class,f1_score,precision,recall,support
0,0.67,0.57,0.81,1292.0
1,0.45,0.6,0.36,959.0
2,0.48,0.64,0.39,757.0
3,0.55,0.51,0.59,370.0
4,0.39,0.33,0.48,233.0
5,0.05,0.1,0.03,66.0
