class,f1_score,precision,recall,support
0,0.15,0.7,0.09,1317.0
1,0.01,0.6,0.0,1000.0
2,0.02,0.38,0.01,727.0
3,0.12,0.13,0.11,356.0
4,0.14,0.08,0.54,222.0
5,0.04,0.02,0.62,55.0
