class,f1_score,precision,recall,support
0,0.6,0.55,0.66,1332.0
1,0.21,0.59,0.13,977.0
2,0.43,0.32,0.64,751.0
3,0.41,0.42,0.4,334.0
4,0.22,0.91,0.13,228.0
5,0.03,0.09,0.02,55.0
