class,f1_score,precision,recall,support
0,0.59,0.62,0.56,1344.0
1,0.44,0.41,0.48,957.0
2,0.44,0.37,0.53,740.0
3,0.35,0.58,0.25,355.0
4,0.26,0.36,0.21,226.0
5,0.03,0.05,0.02,55.0
