class,f1_score,precision,recall,support
0,0.62,0.62,0.62,1376.0
1,0.47,0.42,0.53,925.0
2,0.45,0.54,0.39,754.0
3,0.4,0.35,0.48,317.0
4,0.3,0.42,0.23,237.0
5,0.08,0.12,0.06,68.0
