class,f1_score,precision,recall,support
0,0.62,0.49,0.85,1333.0
1,0.41,0.46,0.37,942.0
2,0.37,0.49,0.3,759.0
3,0.38,0.63,0.27,327.0
4,0.14,0.88,0.08,267.0
5,0.0,0.0,0.0,49.0
